transcript	PFAM_domain	start	end
AT1G19410.1	PF08387	363	387
AT1G19485.1	PF02178	209	220
AT1G19485.2	PF02178	209	220
AT1G19485.1	PF02178	226	237
AT1G19485.2	PF02178	226	237
AT1G19580.2	PF14602	119	151
AT1G19580.2	PF14602	138	168
AT1G19630.1	PF00067	36	468
AT1G19650.1	PF00650	152	314
AT1G19650.2	PF00650	80	242
AT1G26530.1	PF04900	100	166
AT1G26660.2	PF02996	68	164
AT1G26665.1	PF09748	45	158
AT1G26665.2	PF09748	45	158
AT1G26760.1	PF00856	199	375
AT1G26770.2	PF01357	167	244
AT1G26770.2	PF03330	71	156
AT1G26850.3	PF03141	95	503
AT1G32880.1	PF00514	42	75
AT1G32880.1	PF16186	135	179
AT1G32950.1	PF00082	133	584
AT1G32950.1	PF05922	29	108
AT1G32950.1	PF17766	666	761
AT1G33060.1	PF02365	25	150
AT1G33080.2	PF01554	46	206
AT1G33080.2	PF01554	270	426
AT1G33090.1	PF01554	46	206
AT1G33090.1	PF01554	270	428
AT1G33100.1	PF01554	43	203
AT1G33100.1	PF01554	267	426
AT1G33110.2	PF01554	46	206
AT1G33110.2	PF01554	270	402
AT1G33270.2	PF01734	122	282
AT1G44835.2	PF04073	24	151
AT1G44900.2	PF00493	485	707
AT1G44900.2	PF12619	40	138
AT1G44900.2	PF14551	218	311
AT1G44900.2	PF17207	317	444
AT1G44900.2	PF17855	742	825
AT1G45015.2	PF02221	27	129
AT1G45063.1	PF02298	157	240
AT1G45063.1	PF02298	37	120
AT1G45063.1	PF13966	261	308
AT1G45100.1	PF00076	160	228
AT1G45100.1	PF00076	249	316
AT1G45100.1	PF00076	376	439
AT1G45160.2	PF00069	670	955
AT1G45160.1	PF00069	670	955
AT1G52990.1	PF00085	222	310
AT1G52990.1	PF13456	51	172
AT1G53023.1	PF00179	62	208
AT1G53100.2	PF02485	83	340
AT1G53140.1	PF00350	65	245
AT1G53165.3	PF00069	16	267
AT1G53165.1	PF00069	16	267
AT1G53165.2	PF00069	16	267
AT1G53200.1	PF14929	82	585
AT1G53200.2	PF14929	14	446
AT1G53250.1	PF07460	103	133
AT1G60700.1	PF00498	417	489
AT1G60720.1	PF13966	109	193
AT1G60750.1	PF00248	27	298
AT1G66730.1	PF01068	1013	1233
AT1G66730.1	PF04675	766	941
AT1G66730.1	PF04679	1259	1363
AT1G66730.1	PF07522	274	379
AT1G66760.1	PF01554	38	198
AT1G66760.1	PF01554	259	421
AT1G66780.1	PF01554	45	205
AT1G66780.1	PF01554	266	427
AT1G66800.1	PF01370	8	209
AT1G66910.1	PF07714	350	620
AT1G66910.1	PF13947	38	100
AT1G66910.1	PF14380	167	261
AT1G66920.1	PF07714	309	578
AT1G66920.2	PF07714	309	578
AT1G66920.1	PF13947	33	96
AT1G66920.2	PF13947	33	96
AT1G66930.2	PF07714	557	830
AT1G66930.2	PF13947	33	96
AT1G66930.2	PF13947	252	313
AT1G66930.2	PF14380	384	471
AT1G66930.2	PF14380	138	226
AT1G66940.2	PF13947	33	96
AT1G66940.3	PF13947	33	96
AT1G66940.2	PF14380	154	223
AT1G66940.3	PF14380	154	223
AT1G66940.2	PF14380	230	256
AT1G66940.3	PF14380	230	256
AT1G66970.2	PF03009	395	683
AT1G66970.2	PF03009	79	366
AT1G67025.1	PF13947	15	70
AT1G67025.1	PF14380	126	210
AT1G73170.1	PF19568	172	325
AT1G73210.2	PF05623	12	307
AT1G73340.1	PF00067	44	460
AT1G73370.2	PF00534	526	688
AT1G73370.2	PF00862	1	515
AT1G73430.1	PF04136	116	263
AT1G73430.2	PF04136	116	263
AT1G73450.1	PF00069	841	1143
AT1G73460.1	PF00069	858	1160
AT1G73460.2	PF00069	858	1160
AT1G79730.1	PF03985	194	516
AT1G79740.1	PF02892	9	42
AT1G79740.4	PF02892	9	42
AT1G79740.1	PF04937	151	296
AT1G79740.4	PF04937	151	296
AT1G79740.1	PF05699	513	582
AT1G79740.4	PF05699	513	582
AT1G79790.2	PF13419	184	243
AT1G79810.2	PF00097	226	266
AT1G79810.2	PF04757	1	203
AT1G79820.4	PF00083	58	442
AT1G79830.4	PF12325	871	971
AT1G79830.4	PF12329	433	504
AT1G79840.2	PF00046	131	186
AT1G79840.2	PF01852	288	515
AT1G79910.2	PF03398	46	156
AT1G79915.1	PF10294	73	168
AT1G79920.2	PF00012	3	645
AT1G79920.3	PF00012	3	645
AT1G79920.4	PF00012	3	645
AT1G79940.4	PF00226	99	160
AT1G79940.4	PF02889	222	526
AT1G79950.1	PF06733	147	308
AT1G79950.1	PF13307	555	749
AT1G79990.2	PF00400	220	256
AT1G79990.2	PF00400	177	215
AT1G79990.2	PF00400	91	127
AT1G79990.2	PF00400	134	171
AT1G79990.2	PF04053	319	762
AT1G80040.2	PF02845	42	76
AT1G01020.2	PF04161	7	170
AT1G01040.2	PF00035	1835	1905
AT1G01040.2	PF00271	648	765
AT1G01040.2	PF00636	1376	1519
AT1G01040.2	PF00636	1595	1708
AT1G01040.2	PF02170	1204	1339
AT1G01040.2	PF03368	840	928
AT1G01040.2	PF04851	254	415
AT1G01060.4	PF00249	24	67
AT1G01080.2	PF00076	215	283
AT1G01080.2	PF00076	110	181
AT1G01160.2	PF05030	65	108
AT1G07380.1	PF04734	37	611
AT1G07380.1	PF17048	613	778
AT1G07390.3	PF08263	3	46
AT1G07390.3	PF12799	359	398
AT1G07390.3	PF13855	909	968
AT1G07390.3	PF13855	136	194
AT1G07390.3	PF13855	720	779
AT1G07390.3	PF13855	209	269
AT1G07390.1	PF08263	3	46
AT1G07390.1	PF12799	310	349
AT1G07390.1	PF13855	860	919
AT1G07390.1	PF13855	136	194
AT1G07390.1	PF13855	671	730
AT1G07390.1	PF13855	209	269
AT1G07440.2	PF00106	15	169
AT1G07570.3	PF07714	83	361
AT1G13270.2	PF00557	134	273
AT1G13320.2	PF12755	235	300
AT1G13320.2	PF13646	361	461
AT1G13350.2	PF00069	470	785
AT1G13440.2	PF00044	6	109
AT1G13440.2	PF02800	141	290
AT1G13470.1	PF06880	19	119
AT1G13490.1	PF05431	189	353
AT1G13490.1	PF06880	23	103
AT1G13500.1	PF06880	23	121
AT1G13530.1	PF06880	23	123
AT1G13560.2	PF01066	7	195
AT1G19715.1	PF01419	24	155
AT1G19715.2	PF01419	24	155
AT1G19715.3	PF01419	24	155
AT1G19715.1	PF01419	449	582
AT1G19715.2	PF01419	449	582
AT1G19715.3	PF01419	449	582
AT1G19715.1	PF01419	253	381
AT1G19715.2	PF01419	253	381
AT1G19715.3	PF01419	253	381
AT1G19750.1	PF00400	183	219
AT1G19750.1	PF00400	392	427
AT1G19750.1	PF00400	100	132
AT1G19750.1	PF00400	309	340
AT1G19880.1	PF00415	76	125
AT1G19880.1	PF00415	191	250
AT1G19880.1	PF00415	128	180
AT1G19880.1	PF00415	253	289
AT1G19880.1	PF00415	359	405
AT1G19970.1	PF00810	72	214
AT1G20000.1	PF04719	102	187
AT1G26890.1	PF00646	43	74
AT1G26890.1	PF07723	182	207
AT1G26890.1	PF08387	394	419
AT1G27160.1	PF08264	9	128
AT1G27170.2	PF00931	204	420
AT1G27170.2	PF01582	16	183
AT1G27170.1	PF00931	204	420
AT1G27170.1	PF01582	13	183
AT1G27180.1	PF00931	378	592
AT1G27180.1	PF01582	175	331
AT1G27180.1	PF01582	17	148
AT1G27220.1	PF02671	31	75
AT1G27220.1	PF13456	86	169
AT1G27260.1	PF02671	178	213
AT1G27260.1	PF02671	111	154
AT1G27280.1	PF02671	185	211
AT1G27280.1	PF02671	99	142
AT1G33430.2	PF01762	138	342
AT1G33430.2	PF13334	7	103
AT1G33590.1	PF08263	29	67
AT1G33590.1	PF13855	249	307
AT1G33590.1	PF13855	176	233
AT1G33610.1	PF08263	30	68
AT1G33610.1	PF13855	249	308
AT1G33612.1	PF08263	30	68
AT1G33612.1	PF13855	151	210
AT1G33612.1	PF13855	224	284
AT1G33700.1	PF04685	520	880
AT1G33700.2	PF04685	520	880
AT1G33700.3	PF04685	520	880
AT1G33700.1	PF12215	82	408
AT1G33700.2	PF12215	82	408
AT1G33700.3	PF12215	82	408
AT1G33730.1	PF00067	5	359
AT1G33730.2	PF00067	5	359
AT1G45201.2	PF01764	206	363
AT1G45207.2	PF03763	458	539
AT1G45243.1	PF03107	32	84
AT1G45243.1	PF03107	150	199
AT1G45243.1	PF03107	95	141
AT1G45231.2	PF00397	169	195
AT1G45231.2	PF09445	371	524
AT1G45233.2	PF09766	61	402
AT1G45248.5	PF10440	11	62
AT1G45230.2	PF11523	117	192
AT1G46912.2	PF00646	40	73
AT1G46912.2	PF08268	120	176
AT1G53430.2	PF00560	267	288
AT1G53430.2	PF07714	631	898
AT1G53430.2	PF11721	368	551
AT1G53490.1	PF14634	2	43
AT1G53570.1	PF00069	215	470
AT1G53570.2	PF00069	215	470
AT1G53570.3	PF00069	215	470
AT1G53570.4	PF00069	215	470
AT1G53570.5	PF00069	215	470
AT1G53580.2	PF00753	63	232
AT1G60850.3	PF01000	117	261
AT1G60850.3	PF01193	87	171
AT1G60890.2	PF01504	443	774
AT1G60890.2	PF02493	143	164
AT1G60890.2	PF02493	74	96
AT1G60890.2	PF02493	168	187
AT1G60890.2	PF02493	120	142
AT1G60890.2	PF02493	28	48
AT1G60890.2	PF02493	51	72
AT1G60890.2	PF02493	189	209
AT1G60890.2	PF02493	97	118
AT1G61105.1	PF13676	31	133
AT1G67090.2	PF00101	67	102
AT1G67090.2	PF12338	2	42
AT1G67140.1	PF20210	1215	1400
AT1G67140.2	PF20210	1215	1400
AT1G67140.3	PF20210	1215	1400
AT1G67210.2	PF04046	256	291
AT1G67260.2	PF03634	87	234
AT1G67260.3	PF03634	87	234
AT1G67270.1	PF10497	19	118
AT1G67300.2	PF00083	55	487
AT1G67320.1	PF04104	173	433
AT1G67320.3	PF04104	209	474
AT1G67325.1	PF00641	22	44
AT1G67325.1	PF00641	240	271
AT1G67325.1	PF00641	195	224
AT1G67370.1	PF02301	17	221
AT1G67400.1	PF04727	86	252
AT1G67420.2	PF04389	180	372
AT1G67420.1	PF04389	131	323
AT1G67430.2	PF00237	17	105
AT1G73650.3	PF06966	24	252
AT1G73830.2	PF00010	157	204
AT1G73850.1	PF07891	385	633
AT1G73850.2	PF07891	385	633
AT1G73920.2	PF04083	228	282
AT1G73950.1	PF10269	28	291
AT1G73950.1	PF13920	416	459
AT1G80140.1	PF00295	3	310
AT1G80410.2	PF00515	79	110
AT1G80410.2	PF12569	186	693
AT1G80460.2	PF00370	8	262
AT1G80460.2	PF02782	270	413
AT1G01180.1	PF13578	139	268
AT1G01190.1	PF00067	75	509
AT1G01320.2	PF12807	698	843
AT1G01320.2	PF13424	913	983
AT1G01320.2	PF13424	997	1071
AT1G01320.2	PF15044	45	115
AT1G01320.1	PF12807	698	843
AT1G01320.3	PF12807	698	843
AT1G01320.1	PF13424	921	991
AT1G01320.3	PF13424	921	991
AT1G01320.1	PF13424	1005	1079
AT1G01320.3	PF13424	1005	1079
AT1G01320.1	PF15044	45	115
AT1G01320.3	PF15044	45	115
AT1G01450.1	PF07714	64	299
AT1G01540.1	PF00069	157	363
AT1G07615.1	PF01018	52	152
AT1G07615.1	PF01926	305	431
AT1G07620.1	PF14309	404	547
AT1G07620.3	PF14309	404	547
AT1G07620.4	PF14309	404	547
AT1G07650.2	PF07714	686	954
AT1G07650.2	PF11721	421	609
AT1G07650.2	PF13855	289	347
AT1G07850.1	PF04646	255	509
AT1G07870.2	PF00069	108	316
AT1G13635.1	PF03352	122	297
AT1G13635.2	PF03352	122	297
AT1G20130.2	PF00657	185	502
AT1G20150.1	PF00082	140	609
AT1G20150.1	PF05922	33	106
AT1G20150.1	PF17766	668	770
AT1G20380.1	PF00326	498	726
AT1G20380.1	PF02897	14	436
AT1G20400.1	PF06721	717	944
AT1G20450.2	PF00257	186	244
AT1G20450.2	PF00257	143	200
AT1G20510.2	PF00501	41	446
AT1G20550.1	PF10250	112	426
AT1G27385.4	PF04359	118	201
AT1G27385.3	PF04359	119	201
AT1G27430.1	PF02213	480	524
AT1G27450.3	PF00156	129	270
AT1G27500.1	PF13424	528	598
AT1G27500.1	PF17874	324	494
AT1G27540.2	PF03478	305	358
AT1G27570.1	PF00454	379	596
AT1G27570.1	PF11935	100	275
AT1G27570.2	PF00454	370	587
AT1G27570.2	PF11935	78	266
AT1G27580.1	PF03478	286	339
AT1G27595.1	PF11935	100	321
AT1G27595.1	PF12295	1091	1269
AT1G33970.1	PF04548	25	238
AT1G33970.2	PF04548	25	238
AT1G33970.3	PF04548	25	238
AT1G33970.4	PF04548	25	238
AT1G33970.5	PF04548	25	238
AT1G34065.1	PF00153	252	337
AT1G34065.1	PF00153	157	237
AT1G34065.1	PF00153	79	151
AT1G34120.3	PF03372	110	554
AT1G34140.1	PF00076	315	383
AT1G34140.1	PF00076	211	280
AT1G34140.1	PF00076	123	191
AT1G34140.1	PF00076	34	104
AT1G34170.3	PF02309	432	469
AT1G34170.3	PF02362	124	227
AT1G34170.3	PF06507	269	305
AT1G47210.1	PF00134	105	192
AT1G47270.2	PF00646	68	114
AT1G47270.2	PF01167	129	407
AT1G47350.1	PF08268	280	400
AT1G47370.1	PF01582	16	184
AT1G47540.2	PF00537	30	90
AT1G47550.2	PF09763	224	505
AT1G47550.2	PF09763	581	871
AT1G47550.2	PF15277	49	144
AT1G53705.2	PF08284	5	52
AT1G53705.1	PF08284	5	52
AT1G53708.1	PF08137	23	41
AT1G53760.2	PF10173	4	183
AT1G53770.2	PF10250	232	575
AT1G53780.2	PF00160	4	85
AT1G53780.2	PF00004	398	529
AT1G53780.2	PF17862	553	596
AT1G53780.3	PF00160	1	64
AT1G53780.3	PF00004	376	507
AT1G53780.3	PF17862	531	574
AT1G53800.1	PF07460	110	137
AT1G53880.1	PF01008	98	373
AT1G53890.3	PF04525	34	182
AT1G53900.1	PF01008	293	568
AT1G53900.1	PF04525	21	188
AT1G61140.1	PF00176	576	957
AT1G61140.1	PF00271	1121	1220
AT1G61140.1	PF13923	986	1022
AT1G61150.3	PF10607	29	171
AT1G61150.7	PF10607	29	171
AT1G61210.1	PF00400	134	170
AT1G61210.2	PF00400	134	170
AT1G61210.3	PF00400	134	170
AT1G61210.1	PF00400	174	212
AT1G61210.2	PF00400	174	212
AT1G61210.3	PF00400	174	212
AT1G61210.1	PF00400	93	128
AT1G61210.2	PF00400	93	128
AT1G61210.3	PF00400	93	128
AT1G61210.1	PF00400	51	86
AT1G61210.2	PF00400	51	86
AT1G61210.3	PF00400	51	86
AT1G61210.1	PF00400	228	252
AT1G61210.2	PF00400	228	252
AT1G61210.3	PF00400	228	252
AT1G61210.1	PF00400	7	43
AT1G61210.2	PF00400	7	43
AT1G61210.3	PF00400	7	43
AT1G61210.1	PF13925	1021	1177
AT1G61210.2	PF13925	1021	1177
AT1G61210.3	PF13925	1021	1177
AT1G61230.1	PF01419	370	502
AT1G61230.1	PF01419	221	351
AT1G61230.1	PF01419	3	82
AT1G61230.1	PF01419	144	205
AT1G61230.1	PF01419	98	142
AT1G61250.2	PF04144	99	261
AT1G61260.1	PF05553	307	342
AT1G61260.1	PF14364	40	72
AT1G67460.1	PF03193	151	271
AT1G67460.2	PF03193	151	271
AT1G67490.1	PF03200	349	847
AT1G67490.2	PF03200	349	847
AT1G67490.1	PF16923	108	271
AT1G67490.2	PF16923	108	271
AT1G67500.2	PF00136	1321	1768
AT1G67500.7	PF00136	1321	1768
AT1G67500.2	PF03104	55	211
AT1G67500.7	PF03104	55	211
AT1G67500.2	PF03104	1056	1253
AT1G67500.7	PF03104	1056	1253
AT1G67500.2	PF14260	1814	1887
AT1G67500.7	PF14260	1814	1887
AT1G67570.1	PF12056	50	438
AT1G67590.2	PF03763	229	276
AT1G67630.1	PF04042	361	571
AT1G67660.2	PF09588	70	209
AT1G67690.1	PF01432	264	704
AT1G67780.1	PF10497	27	126
AT1G67780.2	PF10497	27	126
AT1G67800.2	PF07002	136	350
AT1G67800.2	PF13920	407	447
AT1G74070.1	PF00160	97	277
AT1G74150.1	PF01344	74	113
AT1G74150.1	PF07646	181	224
AT1G74150.1	PF13418	231	273
AT1G74150.1	PF13418	22	62
AT1G74150.1	PF13854	122	165
AT1G74170.1	PF13855	259	318
AT1G74170.1	PF13855	549	609
AT1G74170.1	PF13855	786	839
AT1G74170.1	PF13855	530	585
AT1G74180.1	PF08263	30	75
AT1G74180.1	PF13855	236	296
AT1G74200.1	PF00560	23	41
AT1G74200.2	PF00560	23	41
AT1G74200.3	PF00560	23	41
AT1G74200.1	PF13855	94	153
AT1G74200.2	PF13855	94	153
AT1G74200.3	PF13855	94	153
AT1G74200.1	PF13855	74	129
AT1G74200.2	PF13855	74	129
AT1G74200.3	PF13855	74	129
AT1G74330.2	PF00069	121	407
AT1G74330.1	PF00069	121	407
AT1G80500.1	PF04628	9	133
AT1G80500.2	PF04628	9	133
AT1G80660.2	PF00122	5	182
AT1G80660.2	PF00702	199	476
AT1G80770.2	PF02421	159	216
AT1G80770.2	PF06858	225	281
AT1G80770.2	PF17835	1	154
AT1G80780.3	PF04857	15	136
AT1G80780.3	PF04857	159	219
AT1G01570.1	PF04646	193	449
AT1G01650.2	PF04258	101	383
AT1G01650.3	PF04258	101	383
AT1G01650.4	PF04258	101	383
AT1G01710.1	PF00027	34	110
AT1G01710.1	PF13622	159	412
AT1G01740.1	PF07714	68	307
AT1G01740.2	PF07714	68	307
AT1G01760.1	PF02137	50	411
AT1G01760.4	PF02137	50	411
AT1G01880.2	PF00752	1	90
AT1G01880.2	PF00867	130	212
AT1G01910.5	PF02374	19	208
AT1G01920.1	PF00856	37	305
AT1G01950.3	PF00225	66	402
AT1G01950.3	PF00514	690	727
AT1G01950.2	PF00225	66	402
AT1G01950.2	PF00514	652	689
AT1G07890.6	PF00141	22	227
AT1G07930.2	PF00009	7	222
AT1G07930.2	PF03143	254	352
AT1G08065.1	PF00194	44	266
AT1G08125.1	PF10294	21	185
AT1G08125.3	PF10294	45	109
AT1G08125.2	PF10294	28	192
AT1G14048.1	PF07802	30	93
AT1G14205.1	PF00861	53	160
AT1G14210.1	PF00445	26	211
AT1G14240.3	PF01150	68	460
AT1G14270.1	PF02517	245	329
AT1G14300.2	PF04063	96	269
AT1G14300.2	PF04064	315	362
AT1G14315.2	PF00646	4	37
AT1G14315.2	PF07734	158	298
AT1G14380.2	PF00612	95	114
AT1G14380.5	PF00612	95	114
AT1G14380.6	PF00612	95	114
AT1G14380.2	PF00612	117	134
AT1G14380.5	PF00612	117	134
AT1G14380.6	PF00612	117	134
AT1G14380.2	PF13178	503	576
AT1G14380.5	PF13178	503	576
AT1G14380.6	PF13178	503	576
AT1G20560.1	PF00501	23	449
AT1G20560.1	PF13193	458	532
AT1G20570.1	PF04130	653	963
AT1G20570.1	PF17681	47	397
AT1G20620.2	PF00199	18	398
AT1G20680.2	PF05742	1	248
AT1G20680.1	PF05742	35	256
AT1G20720.1	PF06733	153	318
AT1G20720.1	PF13307	556	762
AT1G20730.1	PF05742	1	240
AT1G20735.1	PF00646	3	39
AT1G20740.1	PF05742	33	249
AT1G20750.1	PF06733	128	224
AT1G20750.1	PF13307	492	679
AT1G20880.1	PF00076	26	81
AT1G20880.2	PF00076	26	81
AT1G20880.3	PF00076	26	81
AT1G27760.3	PF04836	376	425
AT1G27760.3	PF05004	20	331
AT1G27760.2	PF04836	361	410
AT1G27760.2	PF05004	9	316
AT1G27770.2	PF00122	238	432
AT1G27770.2	PF00689	767	941
AT1G27770.2	PF00690	119	186
AT1G27770.2	PF12515	5	50
AT1G27770.2	PF13246	518	593
AT1G27840.3	PF00400	183	219
AT1G27840.3	PF00400	393	428
AT1G27840.3	PF00400	309	340
AT1G27840.3	PF00400	100	132
AT1G28090.1	PF01743	115	242
AT1G28090.1	PF12627	269	331
AT1G34220.1	PF03398	18	153
AT1G34350.2	PF14770	104	181
AT1G34350.2	PF14770	39	83
AT1G34460.2	PF00134	272	344
AT1G34460.4	PF00134	272	344
AT1G34550.1	PF04765	402	721
AT1G34560.1	PF06683	61	180
AT1G34560.1	PF06683	9	59
AT1G34570.1	PF09811	68	105
AT1G34575.1	PF01565	79	215
AT1G34575.1	PF08031	467	522
AT1G47600.2	PF00232	49	508
AT1G47780.1	PF02230	18	126
AT1G47786.1	PF02230	52	160
AT1G47870.2	PF02319	156	219
AT1G47870.2	PF16421	235	332
AT1G47900.2	PF05911	132	956
AT1G54070.1	PF05564	7	87
AT1G54080.2	PF00076	150	224
AT1G54080.2	PF00076	275	331
AT1G54080.2	PF00076	65	130
AT1G54260.1	PF00538	6	64
AT1G54270.2	PF00270	59	220
AT1G54270.2	PF00271	260	368
AT1G54310.2	PF10672	235	403
AT1G54310.2	PF17785	52	115
AT1G61475.1	PF11883	171	212
AT1G61560.2	PF03094	1	433
AT1G61560.3	PF03094	1	433
AT1G61560.4	PF03094	7	495
AT1G61660.3	PF00010	279	316
AT1G61680.2	PF01397	66	209
AT1G61680.2	PF03936	249	514
AT1G61810.3	PF00232	36	495
AT1G61810.2	PF00232	36	301
AT1G61820.3	PF00232	4	368
AT1G67890.1	PF00989	102	211
AT1G67890.1	PF07714	487	738
AT1G67950.3	PF00076	33	92
AT1G67950.2	PF00076	34	93
AT1G67960.1	PF05346	305	609
AT1G67980.2	PF01596	26	163
AT1G68140.2	PF07800	110	199
AT1G68140.2	PF07800	51	112
AT1G68170.1	PF00892	12	143
AT1G68170.1	PF00892	179	317
AT1G68180.1	PF13639	137	179
AT1G74420.2	PF03254	94	524
AT1G74770.1	PF01814	37	170
AT1G74770.1	PF05495	1025	1099
AT1G74770.1	PF13639	1151	1194
AT1G74770.1	PF14599	1200	1256
AT1G74830.1	PF04576	304	393
AT1G80960.3	PF00646	52	86
AT1G80970.2	PF03469	82	203
AT1G02010.2	PF00995	46	636
AT1G02080.1	PF04054	2053	2407
AT1G02080.1	PF12842	1343	1483
AT1G02080.1	PF16415	995	1214
AT1G02080.1	PF16417	702	871
AT1G02080.1	PF16418	528	674
AT1G02080.2	PF04054	1999	2353
AT1G02080.2	PF12842	1289	1429
AT1G02080.2	PF16415	941	1160
AT1G02080.2	PF16417	648	817
AT1G02080.2	PF16418	474	620
AT1G02100.2	PF04072	11	197
AT1G02120.1	PF02893	72	171
AT1G02120.1	PF16016	276	423
AT1G02190.1	PF04116	138	272
AT1G02190.2	PF04116	138	272
AT1G02190.1	PF12076	456	621
AT1G02190.2	PF12076	456	621
AT1G02205.1	PF04116	138	272
AT1G02205.2	PF04116	138	272
AT1G02205.3	PF04116	138	272
AT1G02205.1	PF12076	451	619
AT1G02205.2	PF12076	451	619
AT1G02205.3	PF12076	451	619
AT1G02300.1	PF00112	146	357
AT1G02300.1	PF08127	43	84
AT1G02330.1	PF07052	87	182
AT1G08230.2	PF01490	29	439
AT1G08260.1	PF00136	746	1070
AT1G08260.1	PF03104	74	400
AT1G08260.1	PF08490	1509	1872
AT1G08270.2	PF04212	2	38
AT1G08300.1	PF13020	589	675
AT1G08350.1	PF02990	51	545
AT1G08350.2	PF02990	51	545
AT1G08350.3	PF02990	51	545
AT1G08420.2	PF00149	709	916
AT1G08420.2	PF13418	240	293
AT1G08450.2	PF00262	215	288
AT1G08450.2	PF00262	34	139
AT1G08450.2	PF00262	134	214
AT1G08450.3	PF00262	34	268
AT1G08600.1	PF00176	742	1040
AT1G08600.2	PF00176	742	1040
AT1G08600.3	PF00176	742	1040
AT1G08600.4	PF00176	742	1040
AT1G08600.1	PF00271	1120	1242
AT1G08600.2	PF00271	1120	1242
AT1G08600.3	PF00271	1120	1242
AT1G08600.4	PF00271	1120	1242
AT1G14460.1	PF12169	653	766
AT1G14460.1	PF13177	439	598
AT1G14480.2	PF12796	5	91
AT1G14480.2	PF13962	246	340
AT1G14520.2	PF05153	61	309
AT1G14560.1	PF00153	119	220
AT1G14560.1	PF00153	228	320
AT1G14560.1	PF00153	24	111
AT1G14640.1	PF01805	182	233
AT1G14640.2	PF01805	182	233
AT1G14640.1	PF01805	68	119
AT1G14640.2	PF01805	68	119
AT1G14640.1	PF12230	251	460
AT1G14640.2	PF12230	251	460
AT1G14660.2	PF00999	36	380
AT1G14688.1	PF12483	60	126
AT1G20925.1	PF03547	99	258
AT1G20925.1	PF03547	271	463
AT1G20990.1	PF03107	72	115
AT1G20990.1	PF03107	185	238
AT1G20990.1	PF03107	126	174
AT1G21060.1	PF04784	299	431
AT1G21060.2	PF04784	287	419
AT1G21080.3	PF00226	6	68
AT1G21080.3	PF14308	132	316
AT1G21170.1	PF15469	188	1044
AT1G21320.1	PF00076	325	392
AT1G21320.2	PF00076	325	392
AT1G21320.1	PF05678	65	92
AT1G21320.2	PF05678	65	92
AT1G28210.2	PF00226	48	110
AT1G28210.2	PF00684	186	242
AT1G28210.2	PF01556	159	369
AT1G28305.1	PF05938	26	132
AT1G28340.1	PF12819	31	365
AT1G28340.1	PF13855	446	505
AT1G28350.1	PF00579	432	721
AT1G28350.2	PF00579	432	721
AT1G28350.1	PF00579	54	345
AT1G28350.2	PF00579	54	345
AT1G28390.2	PF00069	55	326
AT1G35160.2	PF00244	17	241
AT1G35170.1	PF03798	36	192
AT1G47960.1	PF04043	25	160
AT1G47960.2	PF04043	25	160
AT1G47980.1	PF13668	43	208
AT1G48090.1	PF00168	2661	2773
AT1G48090.1	PF06101	2269	2409
AT1G48090.1	PF06101	2045	2182
AT1G48090.1	PF06650	3160	3464
AT1G48090.1	PF12624	26	134
AT1G48090.1	PF16908	158	423
AT1G48090.1	PF16910	617	847
AT1G48110.1	PF04146	321	463
AT1G48110.2	PF04146	321	463
AT1G48140.2	PF08285	1	72
AT1G48210.1	PF07714	72	344
AT1G48210.2	PF07714	72	344
AT1G48210.3	PF07714	72	344
AT1G48210.7	PF07714	72	344
AT1G48310.1	PF00176	190	436
AT1G48310.1	PF00271	475	581
AT1G54390.2	PF12998	9	125
AT1G54390.5	PF12998	49	105
AT1G54390.7	PF12998	49	105
AT1G54390.8	PF12998	49	105
AT1G54400.1	PF00011	37	104
AT1G54440.2	PF00570	339	403
AT1G54440.2	PF01612	118	283
AT1G54560.1	PF00063	67	723
AT1G54560.1	PF00612	835	855
AT1G54560.1	PF00612	788	807
AT1G54560.1	PF01843	1348	1451
AT1G54560.1	PF02736	12	54
AT1G54590.1	PF02840	171	312
AT1G54620.1	PF04043	35	182
AT1G54650.2	PF13649	107	170
AT1G54740.1	PF11250	91	144
AT1G61850.1	PF00514	359	399
AT1G61850.1	PF01734	545	788
AT1G61850.1	PF13646	456	527
AT1G61850.1	PF13855	200	257
AT1G61850.2	PF00514	316	356
AT1G61850.2	PF01734	502	745
AT1G61850.2	PF13855	157	214
AT1G61860.1	PF07714	87	358
AT1G61900.3	PF19160	66	223
AT1G62040.2	PF02991	14	90
AT1G62130.1	PF00004	791	908
AT1G62130.1	PF17862	932	967
AT1G62160.1	PF00079	155	218
AT1G62160.1	PF00079	51	155
AT1G62170.2	PF00079	228	401
AT1G62170.2	PF00079	401	464
AT1G62170.2	PF00079	81	195
AT1G62180.2	PF00085	351	443
AT1G62180.2	PF01507	105	285
AT1G68540.2	PF01370	33	137
AT1G68580.1	PF01426	55	161
AT1G68580.1	PF05641	270	325
AT1G74910.3	PF00483	11	210
AT1G74920.2	PF00171	21	480
AT1G75160.1	PF04788	143	388
AT1G75170.3	PF00650	7	157
AT1G75230.2	PF00730	172	316
AT1G02430.1	PF00025	15	186
AT1G02440.1	PF00025	14	186
AT1G02470.1	PF03364	86	213
AT1G02590.1	PF20256	25	77
AT1G02610.1	PF12428	71	183
AT1G02610.1	PF12906	20	65
AT1G02660.1	PF01764	360	498
AT1G02670.1	PF00176	148	440
AT1G02670.1	PF00271	510	622
